City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
231,Bataipora,BR,-22.2953,-53.2711,67.12,93,1,3.44,clear sky
232,Yamada,JP,39.4667,141.95,71.42,69,100,9.26,overcast clouds
233,Doembang Nangbuat,TH,14.8333,100.1,75.78,96,100,0.47,moderate rain
234,Hambantota,LK,6.1241,81.1185,80.91,73,100,23.42,overcast clouds
235,Talcahuano,CL,-36.7167,-73.1167,49.68,87,75,3.44,broken clouds
236,Havelock,US,34.8791,-76.9013,64.94,86,100,8.16,overcast clouds
237,Otradnoye,RU,59.7775,30.8181,44.65,82,100,10.07,overcast clouds
238,Asau,RO,46.4333,26.4,49.28,79,98,6.53,overcast clouds
239,Dubrovka,RU,53.6907,33.5071,46.83,93,100,15.12,overcast clouds
240,Uyemskiy,RU,64.4743,40.8524,28.45,100,20,0.0,few clouds
241,Krasnoselkup,RU,65.7,82.4667,31.8,71,100,14.09,overcast clouds
242,Vanimo,PG,-2.6741,141.3028,86.13,66,49,8.68,scattered clouds
243,Kiama,AU,-34.6833,150.8667,69.39,54,17,7.27,few clouds
244,Meadow Lake,US,34.8014,-106.5436,71.11,53,55,11.77,broken clouds
245,Tautira,PF,-17.7333,-149.15,78.19,71,98,10.87,overcast clouds
246,Nema,RU,57.5067,50.5011,53.35,95,100,10.27,overcast clouds
247,Antofagasta,CL,-23.65,-70.4,58.28,71,42,4.0,scattered clouds
248,Victoria,HK,22.2855,114.1577,88.97,80,43,5.99,scattered clouds
249,Kuminskiy,RU,58.6667,66.5667,40.98,55,100,12.37,overcast clouds
250,Liverpool,GB,53.4106,-2.9779,48.74,91,100,6.91,overcast clouds
251,Arman,RU,59.7,150.1667,39.02,47,98,11.25,overcast clouds
252,Kavarna,BG,43.4333,28.3333,57.58,70,2,8.68,clear sky
253,Amparafaravola,MG,-17.5833,48.2167,50.95,97,2,1.05,clear sky
254,Jinji,CN,23.2281,110.8261,84.54,72,6,4.5,clear sky
255,Grindavik,IS,63.8424,-22.4338,48.15,81,75,20.71,broken clouds
256,Aden,YE,12.7794,45.0367,87.06,71,100,12.3,overcast clouds
257,Bonthe,SL,7.5264,-12.505,75.47,92,100,7.83,overcast clouds
258,Dikson,RU,73.5069,80.5464,31.39,93,100,23.98,overcast clouds
259,Bucerias,MX,20.75,-105.3333,81.99,94,100,2.3,overcast clouds
260,Rajanpur,PK,29.1035,70.325,80.94,56,0,13.47,clear sky
261,Quatre Cocos,MU,-20.2078,57.7625,70.09,69,59,12.46,broken clouds
262,Otofuke,JP,42.9917,143.2003,62.71,79,100,1.9,overcast clouds
263,Lagoa,PT,39.05,-27.9833,70.84,85,92,5.37,overcast clouds
264,Thompson,CA,55.7435,-97.8558,60.06,58,57,11.88,broken clouds
265,Trairi,BR,-3.2778,-39.2689,77.31,79,10,11.72,clear sky
266,Lujan,AR,-34.5703,-59.105,61.83,75,58,1.01,broken clouds
267,Enumclaw,US,47.2043,-121.9915,72.39,66,0,2.77,clear sky
268,Praia,CV,14.9215,-23.5087,79.34,73,75,13.8,broken clouds
269,Koslan,RU,63.4564,48.8989,42.17,97,100,6.71,light rain
270,Mackenzie,CA,55.2999,-123.1698,55.87,55,77,2.13,broken clouds
271,Ketchikan,US,55.3422,-131.6461,52.27,82,0,8.05,clear sky
272,Pandan,PH,14.0453,124.1694,86.4,68,76,7.52,broken clouds
273,Urusha,RU,54.05,122.9,33.62,34,54,11.56,broken clouds
274,Terrace,CA,54.5163,-128.6035,60.71,72,75,10.36,broken clouds
275,Gazanjyk,TM,39.2446,55.5154,53.49,15,2,14.23,clear sky
276,Saint Anthony,US,45.0205,-93.218,66.13,67,75,11.5,broken clouds
277,Maun,BW,-19.9833,23.4167,71.56,30,0,4.61,clear sky
278,Sola,VU,-13.8833,167.55,80.69,75,31,6.42,scattered clouds
279,Bouar,CF,5.934,15.596,63.0,97,100,2.42,light rain
280,Nome,US,64.5011,-165.4064,45.16,65,0,8.05,clear sky
281,Dowa,MW,-13.654,33.9375,61.97,48,0,2.68,clear sky
282,Pedra Azul,BR,-16.0053,-41.2972,66.07,95,11,2.89,few clouds
283,Porto Novo,BJ,6.4965,2.6036,73.62,94,28,3.13,scattered clouds
284,Dakoro,NE,14.5106,6.765,83.91,52,49,12.93,scattered clouds
285,Katsuura,JP,35.1333,140.3,77.67,60,70,7.05,broken clouds
286,Hovd,MN,48.0056,91.6419,26.6,36,1,1.39,clear sky
287,Asekeyevo,RU,53.5742,52.7972,53.38,43,100,14.83,overcast clouds
288,Tiznit,MA,29.5833,-9.5,74.8,30,0,5.35,clear sky
289,Kavieng,PG,-2.5744,150.7967,85.35,67,10,8.77,clear sky
290,Te Anau,NZ,-45.4167,167.7167,47.86,70,74,4.36,broken clouds
291,San Cristobal,VE,7.7669,-72.225,71.78,96,38,2.28,scattered clouds
292,Lompoc,US,34.6391,-120.4579,65.01,84,0,6.91,clear sky
293,Bathsheba,BB,13.2167,-59.5167,79.41,94,40,4.61,scattered clouds
294,Semirom,IR,31.4167,51.5667,50.74,37,0,1.36,clear sky
295,Alexandria,EG,31.2156,29.9553,77.97,68,0,13.6,clear sky
296,Meulaboh,ID,4.1363,96.1285,79.48,78,89,2.91,overcast clouds
297,Egvekinot,RU,66.3167,-179.1667,29.17,71,69,4.29,broken clouds
298,Yerraguntla,IN,14.6372,78.5395,79.02,76,80,5.41,broken clouds
299,Terra Santa,BR,-2.1042,-56.4869,75.56,82,89,1.14,overcast clouds
300,Capitao Poco,BR,-1.7464,-47.0594,72.59,94,42,4.43,light rain
301,Davlekanovo,RU,54.2215,55.0343,51.4,42,100,14.56,overcast clouds
302,Fairbanks,US,64.8378,-147.7164,45.61,84,100,4.61,overcast clouds
303,Bandarbeyla,SO,9.4942,50.8122,77.02,79,90,20.27,overcast clouds
304,Solnechnyy,RU,50.7214,136.6319,44.02,93,100,5.44,moderate rain
305,Guane,CU,22.2025,-84.0875,72.86,80,34,5.46,scattered clouds
306,Naze,JP,28.3667,129.4833,78.89,72,25,12.1,scattered clouds
307,Ingham,US,42.6,-84.3833,50.18,82,0,4.61,clear sky
308,Chumikan,RU,54.7183,135.315,40.24,61,71,19.1,broken clouds
309,Oistins,BB,13.0667,-59.5333,78.89,94,40,4.61,scattered clouds
310,Dingle,PH,10.9995,122.6711,85.68,74,90,7.83,overcast clouds
311,Tura,IN,25.5198,90.2201,73.67,97,99,3.02,heavy intensity rain
312,Aklavik,CA,68.2191,-135.0107,28.36,97,100,4.7,light snow
313,Portland,US,45.5234,-122.6762,81.63,52,0,1.01,clear sky
314,Florianopolis,BR,-27.6146,-48.5012,63.63,69,75,5.75,broken clouds
315,Whittlesea,ZA,-32.1759,26.8244,62.26,25,0,4.94,clear sky
316,Balangiga,PH,11.1097,125.3875,84.67,74,100,8.9,overcast clouds
317,Nhamunda,BR,-2.1861,-56.7131,75.63,84,98,2.06,overcast clouds
318,Ouesso,CG,1.6136,16.0517,69.82,97,100,2.37,overcast clouds
319,Bethel,US,41.3712,-73.414,52.16,57,0,8.05,clear sky
320,Palauig,PH,15.435,119.9045,86.61,61,100,0.83,overcast clouds
321,Rudnya,RU,54.947,31.0934,43.47,95,100,18.66,moderate rain
322,Okhotsk,RU,59.3833,143.3,39.0,64,96,9.93,overcast clouds
323,Invermere,CA,50.5167,-116.0354,60.37,46,0,1.77,clear sky
324,General Roca,AR,-39.0333,-67.5833,59.63,37,100,23.73,overcast clouds
325,Chimoio,MZ,-19.1164,33.4833,58.86,94,0,1.83,clear sky
326,Samarai,PG,-10.6167,150.6667,82.42,78,79,10.02,broken clouds
327,Treia,IT,43.3106,13.3115,63.59,70,1,5.41,clear sky
328,Barra Patuca,HN,15.8,-84.2833,78.78,84,59,10.27,broken clouds
329,Maridi,SS,4.9158,29.4742,65.73,96,100,5.39,light rain
330,Bonavista,CA,48.6499,-53.1147,45.36,66,47,13.96,scattered clouds
331,Port Lincoln,AU,-34.7333,135.8667,63.07,61,100,11.5,overcast clouds
332,Peniche,PT,39.3558,-9.3811,64.11,65,0,7.4,clear sky
333,Deputatskiy,RU,69.3,139.9,12.18,91,96,3.85,overcast clouds
334,Corn Island,NI,12.1694,-83.0418,81.86,79,100,15.66,overcast clouds
335,Faya,SA,18.3851,42.4509,59.11,65,35,1.23,scattered clouds
336,Khammam,IN,17.25,80.15,76.5,86,100,10.16,overcast clouds
337,Sayyan,YE,15.1718,44.3244,57.88,35,31,1.61,scattered clouds
338,Tayu,ID,-6.5397,111.0518,86.56,63,81,6.67,broken clouds
339,Melioratorov,RU,57.2107,65.6077,39.63,48,0,8.95,clear sky
340,Silveira,PT,39.1112,-9.3643,72.68,65,0,4.52,clear sky
341,Ranghulu,CN,46.65,124.8667,44.04,64,100,13.62,moderate rain
342,East London,ZA,-33.0153,27.9116,65.62,90,49,8.19,scattered clouds
343,Libertador General San Martin,AR,-23.8064,-64.7876,68.0,63,82,2.44,broken clouds
344,Sept-Iles,CA,50.2001,-66.3821,42.8,79,10,4.61,clear sky
345,Atambua,ID,-9.1061,124.8925,84.22,63,96,3.89,overcast clouds
346,Awbari,LY,26.5921,12.7805,76.82,52,0,8.9,clear sky
347,Walvis Bay,NA,-22.9575,14.5053,55.09,90,3,7.76,clear sky
348,Locri,IT,38.2414,16.2623,67.32,73,6,15.86,clear sky
349,Ahar,IR,38.4774,47.0699,55.44,50,9,4.5,clear sky
350,Arlit,NE,18.7369,7.3853,89.67,11,0,13.56,clear sky
351,Sangar,RU,63.9242,127.4739,27.19,66,85,9.93,overcast clouds
352,Stornoway,GB,58.2093,-6.3865,54.03,88,100,10.36,overcast clouds
353,Ixtapa,MX,20.7,-105.2,81.23,94,100,2.3,overcast clouds
354,Ola,RU,59.5833,151.2833,39.15,52,97,18.05,overcast clouds
355,Cam Ranh,VN,11.9214,109.1591,84.16,70,40,5.75,scattered clouds
356,Mana,GF,5.6592,-53.7767,78.12,89,99,7.27,overcast clouds
357,Mbandaka,CD,0.0487,18.2603,68.79,97,100,2.84,overcast clouds
358,Aksu,CN,41.1231,80.2644,53.89,25,78,2.8,broken clouds
359,Svetlogorsk,BY,52.6333,29.7333,42.31,94,100,21.59,overcast clouds
360,Dasol,PH,15.9902,119.8828,87.33,59,82,8.95,broken clouds
361,Guerrero Negro,MX,27.9769,-114.0611,68.74,77,0,15.32,clear sky
362,Talnakh,RU,69.4865,88.3972,31.21,94,100,13.06,light snow
363,Wangqing,CN,43.3218,129.7634,61.27,84,100,3.67,overcast clouds
364,Kazachinskoye,RU,57.6953,93.2761,32.56,81,100,4.23,overcast clouds
365,Umm Lajj,SA,25.0213,37.2685,84.09,49,0,5.97,clear sky
366,Jumla,NP,29.2747,82.1838,59.76,72,0,2.24,clear sky
367,Shumskiy,RU,54.8318,99.1328,33.06,67,79,2.75,broken clouds
368,Mahebourg,MU,-20.4081,57.7,70.25,73,40,10.36,scattered clouds
369,Vanino,RU,49.0869,140.2543,65.68,62,100,7.0,overcast clouds
370,Baykit,RU,61.67,96.37,31.24,80,82,4.79,broken clouds
371,Hun,LY,29.1268,15.9477,70.54,83,9,8.68,clear sky
372,Buenaventura,CO,3.8801,-77.0312,76.03,91,99,1.45,overcast clouds
373,Nianzishan,CN,47.5167,122.8833,44.73,35,100,14.38,overcast clouds
374,Taltal,CL,-25.4,-70.4833,59.63,72,6,3.58,clear sky
375,Skibbereen,IE,51.55,-9.2667,59.11,87,99,11.59,overcast clouds
376,Saint-Georges,GD,12.0564,-61.7485,82.08,78,20,0.0,few clouds
377,Mount Isa,AU,-20.7333,139.5,91.17,18,89,9.22,overcast clouds
378,Pisco,PE,-13.7,-76.2167,60.03,88,40,10.36,mist
379,Launceston,AU,-41.45,147.1667,62.62,61,75,8.05,broken clouds
380,Axim,GH,4.8699,-2.2405,74.98,92,99,3.65,overcast clouds
381,Xingcheng,CN,40.6167,120.7167,51.75,73,100,27.49,overcast clouds
382,Olafsvik,IS,64.8945,-23.7142,46.96,82,46,25.46,scattered clouds
383,Tuatapere,NZ,-46.1333,167.6833,50.2,57,81,13.2,broken clouds
384,Limon,CR,10.0,-83.0333,75.06,83,100,1.07,overcast clouds
385,Jalu,LY,29.0331,21.5482,72.54,56,0,14.09,clear sky
386,Dusti,TJ,37.3481,68.664,62.37,27,100,2.73,overcast clouds
387,Nioro,GM,13.35,-15.75,76.06,90,89,1.5,moderate rain
388,Belaya Gora,RU,68.5333,146.4167,26.11,65,84,4.38,broken clouds
389,Tsumeb,NA,-19.2333,17.7167,74.77,17,0,7.65,clear sky
390,Carndonagh,IE,55.25,-7.2667,50.22,89,100,5.23,overcast clouds
391,Peleduy,RU,59.6289,112.7406,32.11,82,100,7.38,light snow
392,Omboue,GA,-1.5746,9.2618,75.09,91,100,4.09,overcast clouds
393,Ambon,ID,-3.6954,128.1814,89.74,66,20,6.91,few clouds
394,Marsh Harbour,BS,26.5412,-77.0636,80.6,75,11,9.44,few clouds
395,Dabakala,CI,8.3667,-4.4333,71.13,98,95,3.27,overcast clouds
396,Hualmay,PE,-11.0964,-77.6139,62.31,83,54,9.26,broken clouds
397,Akdepe,TM,42.0551,59.3788,37.49,33,0,8.99,clear sky
398,Campos Altos,BR,-19.6961,-46.1714,66.96,75,36,2.91,scattered clouds
399,Deoli,IN,25.75,75.3833,76.35,63,0,7.2,clear sky
400,Shimoda,JP,34.6667,138.95,75.56,65,45,8.32,scattered clouds
401,Dothan,US,31.2232,-85.3905,71.47,64,0,4.61,clear sky
402,Burgeo,CA,47.6167,-57.6152,42.6,67,27,12.66,scattered clouds
403,Fortuna,US,40.5982,-124.1573,60.93,81,7,3.0,clear sky
404,Lakatoro,VU,-16.0999,167.4164,83.07,69,33,2.17,scattered clouds
405,Mubi,NG,10.2676,13.2644,70.74,95,80,3.85,broken clouds
406,Inuvik,CA,68.3499,-133.7218,27.46,86,100,6.91,light snow
407,Waddan,LY,29.1614,16.139,70.61,84,12,7.94,few clouds
408,Piazza Armerina,IT,37.3859,14.3672,61.56,62,4,4.76,clear sky
409,Andapa,MG,-14.65,49.65,56.7,95,37,3.04,scattered clouds
410,Bontang,ID,0.1333,117.5,77.38,89,100,7.27,overcast clouds
411,Marsa Matruh,EG,31.3525,27.2453,76.77,60,1,15.86,clear sky
412,Buenos Aires,AR,-34.6132,-58.3772,60.98,81,40,18.41,scattered clouds
413,Taraz,KZ,42.9,71.3667,45.01,42,100,4.47,overcast clouds
414,Minbu,MM,20.1833,94.8833,77.61,90,100,8.03,overcast clouds
415,Vardo,NO,70.3705,31.1107,39.18,93,100,4.61,overcast clouds
416,Belyy Yar,RU,53.6039,91.3903,31.89,77,0,0.0,clear sky
417,Rawson,AR,-43.3002,-65.1023,47.91,65,99,16.82,overcast clouds
418,Pinhao,BR,-25.6956,-51.6597,52.45,94,8,3.67,clear sky
419,Ballina,AU,-28.8667,153.5667,66.02,73,21,10.92,few clouds
420,Vao,NC,-22.6667,167.4833,69.85,75,96,14.65,overcast clouds
421,Killybegs,IE,54.6333,-8.45,52.2,85,100,8.08,overcast clouds
422,Rosita,NI,13.9268,-84.4032,74.39,94,100,3.11,overcast clouds
423,Chapleau,CA,47.8405,-83.4034,41.77,59,100,4.88,overcast clouds
424,Bairiki,KI,1.3292,172.9752,87.8,62,20,14.97,few clouds
425,Xai-Xai,MZ,-25.0519,33.6442,66.88,94,0,6.64,clear sky
426,Punta Alta,AR,-38.8759,-62.0736,48.69,71,100,16.62,overcast clouds
427,Olinda,BR,-8.0089,-34.8553,78.53,65,20,5.75,few clouds
428,La Ronge,CA,55.1001,-105.2842,64.62,59,0,6.91,clear sky
429,Skjervoy,NO,70.0311,20.9714,44.89,65,12,2.19,few clouds
430,Vila Velha,BR,-20.3297,-40.2925,75.15,89,75,4.61,broken clouds
431,Broome,US,42.2506,-75.833,49.66,82,0,5.75,clear sky
432,Lieksa,FI,63.3167,30.0167,44.37,89,100,1.36,overcast clouds
433,Oranjemund,NA,-28.55,16.4333,55.99,95,9,8.88,clear sky
434,Bikin,RU,46.8161,134.26,63.37,74,99,11.61,light rain
435,Borba,BR,-4.3878,-59.5939,75.22,81,71,0.83,broken clouds
436,Bemidji,US,47.4736,-94.8803,60.57,94,100,0.0,overcast clouds
437,Nanortalik,GL,60.1432,-45.2371,36.63,82,13,11.52,few clouds
438,Thanh Hoa,VN,19.8,105.7667,80.22,83,33,5.3,scattered clouds
439,Yar-Sale,RU,66.8333,70.8333,36.09,81,100,14.05,overcast clouds
440,Teya,RU,60.3778,92.6267,31.28,77,100,5.57,overcast clouds
441,Tripoli,LY,32.8752,13.1875,73.09,70,3,9.01,clear sky
442,Ghatanji,IN,20.1333,78.3167,75.49,80,48,6.67,scattered clouds
443,Porbandar,IN,21.6422,69.6093,80.8,73,18,4.79,few clouds
444,Mahibadhoo,MV,3.7833,72.9667,80.71,78,100,16.75,overcast clouds
445,Shaki,AZ,41.0833,47.1667,61.61,73,77,2.37,broken clouds
446,Ivdel,RU,60.6911,60.4206,41.74,94,100,6.87,overcast clouds
447,Pangnirtung,CA,66.1451,-65.7125,29.84,63,9,3.38,clear sky
448,Zwedru,LR,6.0667,-8.1281,70.61,100,99,1.36,light rain
449,Colares,PT,38.7992,-9.4469,72.34,71,0,4.0,clear sky
450,Upata,VE,8.0086,-62.3989,77.2,91,49,3.65,scattered clouds
451,Muisne,EC,0.6,-80.0333,74.8,86,98,5.88,overcast clouds
452,Buenavista,PH,8.9769,125.4089,87.21,63,100,6.87,overcast clouds
453,Puerto Colombia,CO,10.9878,-74.9547,82.49,77,74,16.6,broken clouds
454,Fallon,US,39.4735,-118.7774,69.67,21,0,6.91,clear sky
455,Sungaipenuh,ID,-2.0833,101.3833,74.8,71,93,0.74,light rain
456,Hanzhong,CN,33.0728,107.0303,59.72,83,100,3.24,overcast clouds
457,Lixourion,GR,38.2019,20.4314,69.19,74,3,8.84,clear sky
458,Cheyenne,US,41.14,-104.8203,53.74,71,0,8.05,clear sky
459,Nantucket,US,41.2835,-70.0995,55.51,75,100,19.57,overcast clouds
460,Paris,FR,48.8534,2.3488,52.11,97,0,4.61,fog
461,Yola,NG,9.2,12.4833,73.15,93,99,3.13,overcast clouds
462,Road Town,VG,18.4167,-64.6167,82.49,89,20,5.75,few clouds
463,Nandyal,IN,15.4833,78.4833,77.2,80,97,5.84,overcast clouds
464,Nong Kung Si,TH,16.65,103.3,82.81,99,96,11.01,overcast clouds
465,Zvenigorod,RU,55.7333,36.8475,59.43,94,100,16.04,light rain
